ห้องที่,ชุดที่,ลำดับที่,จังหวัด,เขต,ชื่อ - นามสกุล,บัตรประชาชน
2,8,656,จังหวัดสระบุรี,10,abc127695,1111111115351
1,3,847,จังหวัดสิงห์บุรี,13,abc127696,1111111115352
1,13,615,จังหวัดสุโขทัย,7,abc127697,1111111115353
1,9,319,จังหวัดสุพรรณบุรี,5,abc127698,1111111115354
1,4,299,จังหวัดสุราษฎร์ธานี,12,abc127699,1111111115355
1,2,729,จังหวัดสุรินทร์,8,abc127700,1111111115356
2,8,446,จังหวัดหนองคาย,8,abc127701,1111111115357
2,11,186,จังหวัดอ่างทอง,1,abc127702,1111111115358
2,2,285,จังหวัดอำนาจเจริญ,1,abc127703,1111111115359
2,4,611,จังหวัดอุดรธานี,11,abc127704,1111111115360
2,1,502,จังหวัดอุตรดิตถ์,2,abc127705,1111111115361
1,1,318,จังหวัดอุทัยธานี,8,abc127706,1111111115362
1,1,682,จังหวัดอุบลราชธานี,3,abc127707,1111111115363
1,9,103,จังหวัดกระบี่,12,abc127708,1111111115364
2,2,780,จังหวัดกาญจนบุรี,2,abc127709,1111111115365
1,11,671,จังหวัดกาฬสินธุ์,9,abc127710,1111111115366
2,5,982,จังหวัดกำแพงเพชร,11,abc127711,1111111115367
2,13,564,จังหวัดขอนแก่น,4,abc127712,1111111115368
2,10,578,จังหวัดจันทบุรี,12,abc127713,1111111115369
1,1,814,จังหวัดฉะเชิงเทรา,3,abc127714,1111111115370
2,1,954,จังหวัดชลบุรี,5,abc127715,1111111115371
2,1,246,จังหวัดชัยนาท,7,abc127716,1111111115372
1,1,353,จังหวัดชัยภูมิ,5,abc127717,1111111115373
1,6,26,จังหวัดชุมพร,10,abc127718,1111111115374
1,2,430,จังหวัดเชียงราย,14,abc127719,1111111115375
1,4,824,จังหวัดเชียงใหม่,5,abc127720,1111111115376
1,9,999,จังหวัดตรัง,5,abc127721,1111111115377
1,2,855,จังหวัดตราด,2,abc127722,1111111115378
2,11,418,จังหวัดตาก,13,abc127723,1111111115379
2,9,228,จังหวัดนครนายก,7,abc127724,1111111115380
2,8,453,จังหวัดนครปฐม,4,abc127725,1111111115381
1,3,301,จังหวัดนครพนม,2,abc127726,1111111115382
2,5,601,จังหวัดนครราชสีมา,3,abc127727,1111111115383
1,3,368,จังหวัดนครศรีธรรมราช,9,abc127728,1111111115384
2,5,46,จังหวัดนครสวรรค์,6,abc127729,1111111115385
1,5,378,จังหวัดนนทบุรี,1,abc127730,1111111115386
1,5,793,จังหวัดนราธิวาส,11,abc127731,1111111115387
1,8,96,จังหวัดน่าน,2,abc127732,1111111115388
1,1,811,จังหวัดบึงกาฬ,10,abc127733,1111111115389
1,9,69,จังหวัดบุรีรัมย์,11,abc127734,1111111115390
1,1,385,จังหวัดปทุมธานี,9,abc127735,1111111115391
2,8,726,จังหวัดประจวบคีรีขันธ์,7,abc127736,1111111115392
1,13,303,จังหวัดปราจีนบุรี,6,abc127737,1111111115393
1,2,576,จังหวัดปัตตานี,8,abc127738,1111111115394
2,13,134,จังหวัดพระนครศรีอยุธยา,6,abc127739,1111111115395
2,5,531,จังหวัดพะเยา,12,abc127740,1111111115396
1,14,106,จังหวัดพังงา,13,abc127741,1111111115397
1,1,346,จังหวัดพัทลุง,13,abc127742,1111111115398
1,8,936,จังหวัดพิจิตร,6,abc127743,1111111115399
1,2,897,จังหวัดพิษณุโลก,3,abc127744,1111111115400
1,5,312,จังหวัดเพชรบุรี,9,abc127745,1111111115401
2,13,531,จังหวัดเพชรบูรณ์,8,abc127746,1111111115402
1,4,359,จังหวัดแพร่,11,abc127747,1111111115403
1,7,244,จังหวัดภูเก็ต,5,abc127748,1111111115404
2,14,753,จังหวัดมหาสารคาม,4,abc127749,1111111115405
1,5,482,จังหวัดมุกดาหาร,12,abc127750,1111111115406
1,4,803,จังหวัดแม่ฮ่องสอน,4,abc127751,1111111115407
2,4,374,จังหวัดยโสธร,11,abc127752,1111111115408
2,9,632,จังหวัดยะลา,9,abc127753,1111111115409
1,10,312,จังหวัดร้อยเอ็ด,12,abc127754,1111111115410
1,3,97,จังหวัดระนอง,9,abc127755,1111111115411
2,13,670,จังหวัดระยอง,11,abc127756,1111111115412
1,7,536,จังหวัดราชบุรี,10,abc127757,1111111115413
1,8,839,จังหวัดลพบุรี,12,abc127758,1111111115414
2,9,253,จังหวัดลำปาง,1,abc127759,1111111115415
1,11,433,จังหวัดลำพูน,5,abc127760,1111111115416
2,14,492,จังหวัดเลย,8,abc127761,1111111115417
1,5,1000,จังหวัดศรีสะเกษ,5,abc127762,1111111115418
2,12,869,จังหวัดสกลนคร,5,abc127763,1111111115419
1,8,697,จังหวัดสงขลา,4,abc127764,1111111115420
2,11,873,จังหวัดสตูล,12,abc127765,1111111115421
1,5,341,จังหวัดสมุทรปราการ,6,abc127766,1111111115422
1,10,363,จังหวัดสมุทรสงคราม,5,abc127767,1111111115423
1,8,68,จังหวัดสมุทรสาคร,4,abc127768,1111111115424
1,11,439,จังหวัดสระแก้ว,14,abc127769,1111111115425
2,5,354,จังหวัดหนองบัวลำภู,1,abc127770,1111111115426
2,10,822,จังหวัดสระบุรี,12,abc127771,1111111115427
2,10,471,จังหวัดสิงห์บุรี,5,abc127772,1111111115428
1,4,776,จังหวัดสุโขทัย,10,abc127773,1111111115429
2,4,231,จังหวัดสุพรรณบุรี,12,abc127774,1111111115430
1,11,767,จังหวัดสุราษฎร์ธานี,1,abc127775,1111111115431
1,14,228,จังหวัดสุรินทร์,12,abc127776,1111111115432
2,9,677,จังหวัดหนองคาย,9,abc127777,1111111115433
2,6,58,จังหวัดอ่างทอง,10,abc127778,1111111115434
1,14,512,จังหวัดอำนาจเจริญ,14,abc127779,1111111115435
2,10,534,จังหวัดอุดรธานี,11,abc127780,1111111115436
2,9,797,จังหวัดอุตรดิตถ์,8,abc127781,1111111115437
2,12,622,จังหวัดอุทัยธานี,1,abc127782,1111111115438
1,14,163,จังหวัดอุบลราชธานี,1,abc127783,1111111115439
2,13,239,จังหวัดกระบี่,11,abc127784,1111111115440
2,14,14,จังหวัดกาญจนบุรี,10,abc127785,1111111115441
1,1,768,จังหวัดกาฬสินธุ์,7,abc127786,1111111115442
2,9,474,จังหวัดกำแพงเพชร,5,abc127787,1111111115443
2,7,822,จังหวัดขอนแก่น,14,abc127788,1111111115444
2,5,520,จังหวัดจันทบุรี,14,abc127789,1111111115445
1,9,657,จังหวัดฉะเชิงเทรา,7,abc127790,1111111115446
1,10,946,จังหวัดชลบุรี,8,abc127791,1111111115447
2,8,568,จังหวัดชัยนาท,13,abc127792,1111111115448
2,2,594,จังหวัดชัยภูมิ,11,abc127793,1111111115449
1,7,420,จังหวัดชุมพร,11,abc127794,1111111115450
2,1,571,จังหวัดเชียงราย,12,abc127795,1111111115451
2,7,287,จังหวัดเชียงใหม่,10,abc127796,1111111115452
1,3,392,จังหวัดตรัง,8,abc127797,1111111115453
2,10,380,จังหวัดตราด,2,abc127798,1111111115454
2,8,573,จังหวัดตาก,4,abc127799,1111111115455
2,9,313,จังหวัดนครนายก,3,abc127800,1111111115456
1,8,844,จังหวัดนครปฐม,13,abc127801,1111111115457
2,8,490,จังหวัดนครพนม,1,abc127802,1111111115458
1,7,346,จังหวัดนครราชสีมา,4,abc127803,1111111115459
2,9,174,จังหวัดนครศรีธรรมราช,9,abc127804,1111111115460
2,10,948,จังหวัดนครสวรรค์,8,abc127805,1111111115461
1,6,634,จังหวัดนนทบุรี,10,abc127806,1111111115462
2,10,536,จังหวัดนราธิวาส,12,abc127807,1111111115463
2,8,69,จังหวัดน่าน,5,abc127808,1111111115464
2,6,300,จังหวัดบึงกาฬ,6,abc127809,1111111115465
1,13,184,จังหวัดบุรีรัมย์,4,abc127810,1111111115466
1,12,888,จังหวัดปทุมธานี,8,abc127811,1111111115467
2,1,196,จังหวัดประจวบคีรีขันธ์,6,abc127812,1111111115468
1,9,728,จังหวัดปราจีนบุรี,1,abc127813,1111111115469
1,12,585,จังหวัดปัตตานี,5,abc127814,1111111115470
1,6,41,จังหวัดพระนครศรีอยุธยา,5,abc127815,1111111115471
1,13,67,จังหวัดพะเยา,6,abc127816,1111111115472
2,2,254,จังหวัดพังงา,14,abc127817,1111111115473
2,4,741,จังหวัดพัทลุง,7,abc127818,1111111115474
2,11,924,จังหวัดพิจิตร,14,abc127819,1111111115475
1,2,167,จังหวัดพิษณุโลก,13,abc127820,1111111115476
1,10,442,จังหวัดเพชรบุรี,8,abc127821,1111111115477
1,4,682,จังหวัดเพชรบูรณ์,10,abc127822,1111111115478
1,11,777,จังหวัดแพร่,5,abc127823,1111111115479
2,11,719,จังหวัดภูเก็ต,10,abc127824,1111111115480
2,9,384,จังหวัดมหาสารคาม,2,abc127825,1111111115481
2,2,329,จังหวัดมุกดาหาร,10,abc127826,1111111115482
1,8,151,จังหวัดแม่ฮ่องสอน,14,abc127827,1111111115483
2,1,821,จังหวัดยโสธร,7,abc127828,1111111115484
2,7,178,จังหวัดยะลา,13,abc127829,1111111115485
2,13,156,จังหวัดร้อยเอ็ด,14,abc127830,1111111115486
2,4,360,จังหวัดระนอง,9,abc127831,1111111115487
2,1,979,จังหวัดระยอง,10,abc127832,1111111115488
1,13,805,จังหวัดราชบุรี,8,abc127833,1111111115489
2,3,228,จังหวัดลพบุรี,4,abc127834,1111111115490
2,7,28,จังหวัดลำปาง,12,abc127835,1111111115491
2,13,863,จังหวัดลำพูน,12,abc127836,1111111115492
2,12,703,จังหวัดเลย,9,abc127837,1111111115493
1,12,376,จังหวัดศรีสะเกษ,5,abc127838,1111111115494
2,4,342,จังหวัดสกลนคร,12,abc127839,1111111115495
2,12,154,จังหวัดสงขลา,5,abc127840,1111111115496
1,2,198,จังหวัดสตูล,11,abc127841,1111111115497
1,2,256,จังหวัดสมุทรปราการ,14,abc127842,1111111115498
1,12,522,จังหวัดสมุทรสงคราม,2,abc127843,1111111115499
1,4,518,จังหวัดสมุทรสาคร,10,abc127844,1111111115500
1,2,166,จังหวัดสระแก้ว,11,abc127845,1111111115501
1,8,651,จังหวัดหนองบัวลำภู,2,abc127846,1111111115502
2,1,886,จังหวัดสระบุรี,3,abc127847,1111111115503
2,13,60,จังหวัดสิงห์บุรี,11,abc127848,1111111115504
2,9,971,จังหวัดสุโขทัย,7,abc127849,1111111115505
2,8,655,จังหวัดสุพรรณบุรี,11,abc127850,1111111115506
2,7,547,จังหวัดสุราษฎร์ธานี,5,abc127851,1111111115507
2,9,87,จังหวัดสุรินทร์,5,abc127852,1111111115508
2,6,749,จังหวัดหนองคาย,9,abc127853,1111111115509
1,14,313,จังหวัดอ่างทอง,4,abc127854,1111111115510
2,9,467,จังหวัดอำนาจเจริญ,6,abc127855,1111111115511
2,10,674,จังหวัดอุดรธานี,6,abc127856,1111111115512
2,2,598,จังหวัดอุตรดิตถ์,12,abc127857,1111111115513
2,14,885,จังหวัดอุทัยธานี,7,abc127858,1111111115514
1,11,87,จังหวัดอุบลราชธานี,3,abc127859,1111111115515
2,7,285,จังหวัดกระบี่,4,abc127860,1111111115516
2,9,58,จังหวัดกาญจนบุรี,5,abc127861,1111111115517
2,9,146,จังหวัดกาฬสินธุ์,3,abc127862,1111111115518
2,4,222,จังหวัดกำแพงเพชร,7,abc127863,1111111115519
1,11,672,จังหวัดขอนแก่น,7,abc127864,1111111115520
2,3,582,จังหวัดจันทบุรี,11,abc127865,1111111115521
1,14,33,จังหวัดฉะเชิงเทรา,13,abc127866,1111111115522
1,11,238,จังหวัดชลบุรี,9,abc127867,1111111115523
1,6,390,จังหวัดชัยนาท,6,abc127868,1111111115524
2,4,325,จังหวัดชัยภูมิ,5,abc127869,1111111115525
1,3,519,จังหวัดชุมพร,6,abc127870,1111111115526
1,9,803,จังหวัดเชียงราย,10,abc127871,1111111115527
2,6,495,จังหวัดเชียงใหม่,6,abc127872,1111111115528
1,4,713,จังหวัดตรัง,14,abc127873,1111111115529
2,2,803,จังหวัดตราด,13,abc127874,1111111115530
2,3,649,จังหวัดตาก,4,abc127875,1111111115531
2,11,456,จังหวัดนครนายก,14,abc127876,1111111115532
1,5,699,จังหวัดนครปฐม,2,abc127877,1111111115533
2,13,782,จังหวัดนครพนม,11,abc127878,1111111115534
1,11,853,จังหวัดนครราชสีมา,14,abc127879,1111111115535
2,12,844,จังหวัดนครศรีธรรมราช,8,abc127880,1111111115536
2,3,537,จังหวัดนครสวรรค์,7,abc127881,1111111115537
2,2,285,จังหวัดนนทบุรี,12,abc127882,1111111115538
2,7,124,จังหวัดนราธิวาส,14,abc127883,1111111115539
2,6,123,จังหวัดน่าน,3,abc127884,1111111115540
2,13,194,จังหวัดบึงกาฬ,9,abc127885,1111111115541
1,5,769,จังหวัดบุรีรัมย์,13,abc127886,1111111115542
1,7,465,จังหวัดปทุมธานี,1,abc127887,1111111115543
2,4,743,จังหวัดประจวบคีรีขันธ์,11,abc127888,1111111115544
2,11,230,จังหวัดปราจีนบุรี,2,abc127889,1111111115545
1,10,961,จังหวัดปัตตานี,14,abc127890,1111111115546
1,2,343,จังหวัดพระนครศรีอยุธยา,2,abc127891,1111111115547
1,11,780,จังหวัดพะเยา,3,abc127892,1111111115548
2,14,91,จังหวัดพังงา,1,abc127893,1111111115549
2,8,491,จังหวัดพัทลุง,12,abc127894,1111111115550
2,8,237,จังหวัดพิจิตร,5,abc127895,1111111115551
2,1,567,จังหวัดพิษณุโลก,1,abc127896,1111111115552
1,10,285,จังหวัดเพชรบุรี,7,abc127897,1111111115553
1,5,661,จังหวัดเพชรบูรณ์,14,abc127898,1111111115554
1,10,966,จังหวัดแพร่,8,abc127899,1111111115555
1,10,122,จังหวัดภูเก็ต,5,abc127900,1111111115556
1,10,830,จังหวัดมหาสารคาม,14,abc127901,1111111115557
1,10,340,จังหวัดมุกดาหาร,13,abc127902,1111111115558
2,1,789,จังหวัดแม่ฮ่องสอน,13,abc127903,1111111115559
2,10,682,จังหวัดยโสธร,5,abc127904,1111111115560
2,9,697,จังหวัดยะลา,6,abc127905,1111111115561
1,12,420,จังหวัดร้อยเอ็ด,5,abc127906,1111111115562
2,5,591,จังหวัดระนอง,7,abc127907,1111111115563
2,1,341,จังหวัดระยอง,13,abc127908,1111111115564
1,14,721,จังหวัดราชบุรี,5,abc127909,1111111115565
1,13,401,จังหวัดลพบุรี,1,abc127910,1111111115566
1,7,855,จังหวัดลำปาง,10,abc127911,1111111115567
1,10,582,จังหวัดลำพูน,3,abc127912,1111111115568
1,3,577,จังหวัดเลย,6,abc127913,1111111115569
1,7,446,จังหวัดศรีสะเกษ,2,abc127914,1111111115570
2,4,315,จังหวัดสกลนคร,1,abc127915,1111111115571
2,11,505,จังหวัดสงขลา,7,abc127916,1111111115572
2,1,998,จังหวัดสตูล,12,abc127917,1111111115573
2,2,689,จังหวัดสมุทรปราการ,5,abc127918,1111111115574
1,4,305,จังหวัดสมุทรสงคราม,1,abc127919,1111111115575
1,13,684,จังหวัดสมุทรสาคร,8,abc127920,1111111115576
1,13,349,จังหวัดสระแก้ว,14,abc127921,1111111115577
1,14,654,จังหวัดหนองบัวลำภู,7,abc127922,1111111115578
2,9,882,จังหวัดสระบุรี,9,abc127923,1111111115579
2,12,858,จังหวัดสิงห์บุรี,13,abc127924,1111111115580
1,13,31,จังหวัดสุโขทัย,6,abc127925,1111111115581
1,12,409,จังหวัดสุพรรณบุรี,9,abc127926,1111111115582
2,8,724,จังหวัดสุราษฎร์ธานี,7,abc127927,1111111115583
2,12,154,จังหวัดสุรินทร์,6,abc127928,1111111115584
1,8,989,จังหวัดหนองคาย,3,abc127929,1111111115585
1,7,474,จังหวัดอ่างทอง,1,abc127930,1111111115586
1,13,653,จังหวัดอำนาจเจริญ,4,abc127931,1111111115587
1,11,91,จังหวัดอุดรธานี,3,abc127932,1111111115588
2,10,741,จังหวัดอุตรดิตถ์,9,abc127933,1111111115589
2,7,554,จังหวัดอุทัยธานี,13,abc127934,1111111115590
1,8,402,จังหวัดอุบลราชธานี,2,abc127935,1111111115591
1,9,434,จังหวัดกระบี่,1,abc127936,1111111115592
2,14,948,จังหวัดกาญจนบุรี,6,abc127937,1111111115593
1,11,895,จังหวัดกาฬสินธุ์,4,abc127938,1111111115594
1,14,892,จังหวัดกำแพงเพชร,5,abc127939,1111111115595
2,3,838,จังหวัดขอนแก่น,3,abc127940,1111111115596
1,1,528,จังหวัดจันทบุรี,6,abc127941,1111111115597
1,7,436,จังหวัดฉะเชิงเทรา,10,abc127942,1111111115598
2,6,852,จังหวัดชลบุรี,14,abc127943,1111111115599
1,14,336,จังหวัดชัยนาท,14,abc127944,1111111115600
1,8,712,จังหวัดชัยภูมิ,11,abc127945,1111111115601
2,14,939,จังหวัดชุมพร,12,abc127946,1111111115602
2,14,108,จังหวัดเชียงราย,8,abc127947,1111111115603
1,6,919,จังหวัดเชียงใหม่,14,abc127948,1111111115604
1,8,247,จังหวัดตรัง,10,abc127949,1111111115605
2,6,981,จังหวัดตราด,12,abc127950,1111111115606
2,6,215,จังหวัดตาก,9,abc127951,1111111115607
2,9,877,จังหวัดนครนายก,5,abc127952,1111111115608
1,1,152,จังหวัดนครปฐม,3,abc127953,1111111115609
1,13,38,จังหวัดนครพนม,10,abc127954,1111111115610
2,12,428,จังหวัดนครราชสีมา,1,abc127955,1111111115611
2,10,100,จังหวัดนครศรีธรรมราช,9,abc127956,1111111115612
2,10,48,จังหวัดนครสวรรค์,1,abc127957,1111111115613
1,9,857,จังหวัดนนทบุรี,6,abc127958,1111111115614
1,9,169,จังหวัดนราธิวาส,3,abc127959,1111111115615
2,1,222,จังหวัดน่าน,14,abc127960,1111111115616
2,2,112,จังหวัดบึงกาฬ,10,abc127961,1111111115617
2,1,9,จังหวัดบุรีรัมย์,1,abc127962,1111111115618
1,8,259,จังหวัดปทุมธานี,6,abc127963,1111111115619
1,3,391,จังหวัดประจวบคีรีขันธ์,2,abc127964,1111111115620
1,1,121,จังหวัดปราจีนบุรี,8,abc127965,1111111115621
2,7,785,จังหวัดปัตตานี,10,abc127966,1111111115622
2,2,207,จังหวัดพระนครศรีอยุธยา,1,abc127967,1111111115623
1,1,402,จังหวัดพะเยา,10,abc127968,1111111115624
2,8,891,จังหวัดพังงา,1,abc127969,1111111115625
1,14,590,จังหวัดพัทลุง,14,abc127970,1111111115626
1,12,710,จังหวัดพิจิตร,10,abc127971,1111111115627
2,10,154,จังหวัดพิษณุโลก,14,abc127972,1111111115628
2,13,654,จังหวัดเพชรบุรี,6,abc127973,1111111115629
1,9,602,จังหวัดเพชรบูรณ์,6,abc127974,1111111115630
1,7,396,จังหวัดแพร่,11,abc127975,1111111115631
1,2,685,จังหวัดภูเก็ต,14,abc127976,1111111115632
2,4,560,จังหวัดมหาสารคาม,11,abc127977,1111111115633
2,5,741,จังหวัดมุกดาหาร,13,abc127978,1111111115634
1,12,519,จังหวัดแม่ฮ่องสอน,7,abc127979,1111111115635
1,3,525,จังหวัดยโสธร,8,abc127980,1111111115636
1,1,547,จังหวัดยะลา,9,abc127981,1111111115637
1,12,920,จังหวัดร้อยเอ็ด,8,abc127982,1111111115638
2,10,969,จังหวัดระนอง,12,abc127983,1111111115639
1,2,758,จังหวัดระยอง,4,abc127984,1111111115640
1,3,276,จังหวัดราชบุรี,5,abc127985,1111111115641
1,4,171,จังหวัดลพบุรี,12,abc127986,1111111115642
2,14,480,จังหวัดลำปาง,6,abc127987,1111111115643
1,3,951,จังหวัดลำพูน,11,abc127988,1111111115644
1,13,690,จังหวัดเลย,8,abc127989,1111111115645
2,7,441,จังหวัดศรีสะเกษ,5,abc127990,1111111115646
1,4,388,จังหวัดสกลนคร,8,abc127991,1111111115647
1,8,103,จังหวัดสงขลา,6,abc127992,1111111115648
1,9,34,จังหวัดสตูล,8,abc127993,1111111115649
1,1,794,จังหวัดสมุทรปราการ,3,abc127994,1111111115650
1,9,596,จังหวัดสมุทรสงคราม,5,abc127995,1111111115651
1,5,820,จังหวัดสมุทรสาคร,2,abc127996,1111111115652
2,2,847,จังหวัดสระแก้ว,13,abc127997,1111111115653
2,8,293,จังหวัดหนองบัวลำภู,11,abc127998,1111111115654
2,9,715,จังหวัดสระบุรี,3,abc127999,1111111115655
1,14,220,จังหวัดสิงห์บุรี,13,abc128000,1111111115656
1,12,516,จังหวัดสุโขทัย,10,abc128001,1111111115657
1,13,70,จังหวัดสุพรรณบุรี,4,abc128002,1111111115658
2,6,451,จังหวัดสุราษฎร์ธานี,11,abc128003,1111111115659
1,13,493,จังหวัดสุรินทร์,10,abc128004,1111111115660
2,12,466,จังหวัดหนองคาย,5,abc128005,1111111115661
2,13,937,จังหวัดอ่างทอง,5,abc128006,1111111115662
1,11,422,จังหวัดอำนาจเจริญ,14,abc128007,1111111115663
1,5,583,จังหวัดอุดรธานี,2,abc128008,1111111115664
2,7,982,จังหวัดอุตรดิตถ์,8,abc128009,1111111115665
1,14,447,จังหวัดอุทัยธานี,4,abc128010,1111111115666
1,9,545,จังหวัดอุบลราชธานี,13,abc128011,1111111115667
2,11,233,จังหวัดกระบี่,8,abc128012,1111111115668
1,14,931,จังหวัดกาญจนบุรี,12,abc128013,1111111115669
2,6,494,จังหวัดกาฬสินธุ์,10,abc128014,1111111115670
1,3,996,จังหวัดกำแพงเพชร,11,abc128015,1111111115671
2,14,485,จังหวัดขอนแก่น,1,abc128016,1111111115672
1,6,360,จังหวัดจันทบุรี,4,abc128017,1111111115673
2,12,347,จังหวัดฉะเชิงเทรา,7,abc128018,1111111115674
1,1,575,จังหวัดชลบุรี,13,abc128019,1111111115675
1,5,805,จังหวัดชัยนาท,9,abc128020,1111111115676
1,8,100,จังหวัดชัยภูมิ,1,abc128021,1111111115677
1,8,578,จังหวัดชุมพร,11,abc128022,1111111115678
2,5,950,จังหวัดเชียงราย,5,abc128023,1111111115679
2,6,158,จังหวัดเชียงใหม่,5,abc128024,1111111115680
2,1,970,จังหวัดตรัง,1,abc128025,1111111115681
2,1,416,จังหวัดตราด,10,abc128026,1111111115682
2,11,895,จังหวัดตาก,9,abc128027,1111111115683
2,3,775,จังหวัดนครนายก,7,abc128028,1111111115684
2,2,143,จังหวัดนครปฐม,14,abc128029,1111111115685
2,8,949,จังหวัดนครพนม,5,abc128030,1111111115686
2,4,112,จังหวัดนครราชสีมา,4,abc128031,1111111115687
1,9,808,จังหวัดนครศรีธรรมราช,1,abc128032,1111111115688
1,13,560,จังหวัดนครสวรรค์,4,abc128033,1111111115689
1,4,987,จังหวัดนนทบุรี,14,abc128034,1111111115690
1,6,658,จังหวัดนราธิวาส,13,abc128035,1111111115691
2,13,770,จังหวัดน่าน,8,abc128036,1111111115692
2,2,1000,จังหวัดบึงกาฬ,1,abc128037,1111111115693
2,9,587,จังหวัดบุรีรัมย์,3,abc128038,1111111115694
1,11,300,จังหวัดปทุมธานี,11,abc128039,1111111115695
2,5,482,จังหวัดประจวบคีรีขันธ์,1,abc128040,1111111115696
1,11,579,จังหวัดปราจีนบุรี,3,abc128041,1111111115697
1,10,967,จังหวัดปัตตานี,2,abc128042,1111111115698
1,8,361,จังหวัดพระนครศรีอยุธยา,6,abc128043,1111111115699
1,1,217,จังหวัดพะเยา,7,abc128044,1111111115700
1,3,6,จังหวัดพังงา,14,abc128045,1111111115701
1,5,7,จังหวัดพัทลุง,7,abc128046,1111111115702
2,12,737,จังหวัดพิจิตร,2,abc128047,1111111115703
1,11,876,จังหวัดพิษณุโลก,7,abc128048,1111111115704
2,11,850,จังหวัดเพชรบุรี,12,abc128049,1111111115705
1,11,604,จังหวัดเพชรบูรณ์,13,abc128050,1111111115706
1,14,797,จังหวัดแพร่,6,abc128051,1111111115707
2,12,335,จังหวัดภูเก็ต,7,abc128052,1111111115708
1,14,484,จังหวัดมหาสารคาม,9,abc128053,1111111115709
2,10,904,จังหวัดมุกดาหาร,12,abc128054,1111111115710
1,8,844,จังหวัดแม่ฮ่องสอน,13,abc128055,1111111115711
1,11,515,จังหวัดยโสธร,13,abc128056,1111111115712
2,13,92,จังหวัดยะลา,2,abc128057,1111111115713
1,3,839,จังหวัดร้อยเอ็ด,11,abc128058,1111111115714
1,3,638,จังหวัดระนอง,7,abc128059,1111111115715
2,10,403,จังหวัดระยอง,11,abc128060,1111111115716
1,3,353,จังหวัดราชบุรี,10,abc128061,1111111115717
2,14,451,จังหวัดลพบุรี,6,abc128062,1111111115718
2,6,245,จังหวัดลำปาง,6,abc128063,1111111115719
2,14,923,จังหวัดลำพูน,7,abc128064,1111111115720
1,13,945,จังหวัดเลย,3,abc128065,1111111115721
1,6,202,จังหวัดศรีสะเกษ,1,abc128066,1111111115722
1,12,151,จังหวัดสกลนคร,5,abc128067,1111111115723
2,9,565,จังหวัดสงขลา,13,abc128068,1111111115724
2,6,57,จังหวัดสตูล,5,abc128069,1111111115725
2,1,846,จังหวัดสมุทรปราการ,14,abc128070,1111111115726
1,2,119,จังหวัดสมุทรสงคราม,1,abc128071,1111111115727
2,5,689,จังหวัดสมุทรสาคร,6,abc128072,1111111115728
2,2,437,จังหวัดสระแก้ว,11,abc128073,1111111115729
1,12,461,จังหวัดหนองบัวลำภู,13,abc128074,1111111115730
2,3,774,จังหวัดสระบุรี,9,abc128075,1111111115731
1,9,691,จังหวัดสิงห์บุรี,11,abc128076,1111111115732
2,5,361,จังหวัดสุโขทัย,14,abc128077,1111111115733
2,14,927,จังหวัดสุพรรณบุรี,7,abc128078,1111111115734
1,4,251,จังหวัดสุราษฎร์ธานี,6,abc128079,1111111115735
1,9,578,จังหวัดสุรินทร์,11,abc128080,1111111115736
2,13,62,จังหวัดหนองคาย,6,abc128081,1111111115737
2,6,477,จังหวัดอ่างทอง,9,abc128082,1111111115738
1,11,546,จังหวัดอำนาจเจริญ,12,abc128083,1111111115739
1,11,77,จังหวัดอุดรธานี,9,abc128084,1111111115740
1,11,822,จังหวัดอุตรดิตถ์,2,abc128085,1111111115741
1,14,942,จังหวัดอุทัยธานี,2,abc128086,1111111115742
1,3,400,จังหวัดอุบลราชธานี,12,abc128087,1111111115743
1,9,65,จังหวัดกระบี่,9,abc128088,1111111115744
2,5,903,จังหวัดกาญจนบุรี,5,abc128089,1111111115745
1,4,971,จังหวัดกาฬสินธุ์,3,abc128090,1111111115746
2,8,630,จังหวัดกำแพงเพชร,9,abc128091,1111111115747
2,3,990,จังหวัดขอนแก่น,11,abc128092,1111111115748
1,10,973,จังหวัดจันทบุรี,1,abc128093,1111111115749
1,9,808,จังหวัดฉะเชิงเทรา,7,abc128094,1111111115750
1,6,849,จังหวัดชลบุรี,14,abc128095,1111111115751
1,5,958,จังหวัดชัยนาท,6,abc128096,1111111115752
1,5,459,จังหวัดชัยภูมิ,4,abc128097,1111111115753
1,3,174,จังหวัดชุมพร,11,abc128098,1111111115754
1,12,411,จังหวัดเชียงราย,6,abc128099,1111111115755
2,4,328,จังหวัดเชียงใหม่,10,abc128100,1111111115756
2,5,540,จังหวัดตรัง,7,abc128101,1111111115757
2,2,441,จังหวัดตราด,10,abc128102,1111111115758
2,6,239,จังหวัดตาก,2,abc128103,1111111115759
2,8,983,จังหวัดนครนายก,5,abc128104,1111111115760
2,13,127,จังหวัดนครปฐม,13,abc128105,1111111115761
1,6,538,จังหวัดนครพนม,1,abc128106,1111111115762
1,13,918,จังหวัดนครราชสีมา,5,abc128107,1111111115763
1,2,927,จังหวัดนครศรีธรรมราช,4,abc128108,1111111115764
1,14,219,จังหวัดนครสวรรค์,9,abc128109,1111111115765
2,9,980,จังหวัดนนทบุรี,6,abc128110,1111111115766
2,14,68,จังหวัดนราธิวาส,14,abc128111,1111111115767
2,7,495,จังหวัดน่าน,7,abc128112,1111111115768
1,14,491,จังหวัดบึงกาฬ,9,abc128113,1111111115769
